"df_name","crime_category","model","num_articles_predicted","AUC","Cutoff_for_max_F_score","Max_F_score","Precision_for_max_F_score","Recall_for_max_F_score","Cutoff_for_max_Accuracy","Max_Accuracy","Precision_for_max_Accuracy","Recall_for_max_Accuracy","Cutoff_for_max_matt_coef","Max_Matt_coef","Precision_for_max_Matt_coef","Recall_for_max_Matt_coef","is_tfidf","is_stem","is_stem_and_tfidf","df_term_total","total_positives","total_negatives"
"mydtm_sparse_0.98","code_29_Immigration","GLMNET",1000,0.961,0.04,0.286,0.214,0.429,0.141,0.992,0,0,0.04,0.296,0.214,0.429,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","FORESTS",1000,0.785,0.02,0.057,0.03,0.429,0.18,0.992,0,0,0.015,0.107,0.03,0.571,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","MAXENTROPY",1000,0.849,0.288,0.556,0.455,0.714,1,0.995,1,0.286,0.288,0.566,0.455,0.714,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_29_Immigration","RANDOM FOREST ENSEMBLE",250,0.478,0,0.008,0.004,1,0.614,0.992,0,0,0.614,-0.004,0,0,0,0,0,1305,7,993
"mydtm_sparse_0.98","code_31_Unspecified Crime","SVM",1000,0.687,0.233,0.439,0.308,0.762,0.767,0.799,0.667,0.01,0.233,0.264,0.308,0.762,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","GLMNET",1000,0.711,0.24,0.446,0.306,0.822,0.788,0.801,0.667,0.03,0.219,0.287,0.297,0.876,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","FORESTS",1000,0.736,0.295,0.45,0.329,0.713,0.49,0.811,0.618,0.168,0.23,0.283,0.303,0.837,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","MAXENTROPY",1000,0.599,0.575,0.373,0.309,0.47,1,0.684,0.305,0.441,0.84,0.179,0.311,0.465,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_31_Unspecified Crime","RANDOM FOREST ENSEMBLE",250,0.717,0.175,0.47,0.348,0.722,0.911,0.788,1,0.019,0.175,0.289,0.348,0.722,0,0,0,1305,202,798
"mydtm_sparse_0.98","code_32_Illinois State Court","SVM",1000,0.822,0.004,0.01,0.005,1,0.476,0.998,0,0,0.004,0.063,0.005,1,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","GLMNET",1000,0.908,0.008,0.021,0.011,1,0.133,0.997,0,0,0.008,0.098,0.011,1,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","FORESTS",1000,0.774,0.005,0.007,0.003,1,0.145,0.998,0,0,0.005,0.049,0.003,1,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","MAXENTROPY",1000,0.457,0,0.002,0.001,1,1,0.998,0,0,1,-0.001,0,0,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_32_Illinois State Court","RANDOM FOREST ENSEMBLE",250,99999,99999,99999,99999,99999,0.431,0.996,0,99999,99999,99999,99999,99999,0,0,0,1305,1,999
"mydtm_sparse_0.98","code_33_Arson","SVM",1000,0.84,0.056,0.615,0.8,0.5,0.19,0.991,1,0.438,0.19,0.658,1,0.438,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","GLMNET",1000,0.912,0.027,0.64,0.889,0.5,0.027,0.991,0.889,0.5,0.027,0.663,0.889,0.5,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","FORESTS",1000,0.858,0.12,0.476,1,0.312,0.12,0.989,1,0.312,0.12,0.556,1,0.312,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","MAXENTROPY",1000,0.734,0.195,0.455,0.833,0.312,1,0.988,1,0.25,0.195,0.506,0.833,0.312,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_33_Arson","RANDOM FOREST ENSEMBLE",250,0.61,0.047,0.133,0.083,0.333,0.385,0.984,0,0,0.047,0.147,0.083,0.333,0,0,0,1305,16,984
"mydtm_sparse_0.98","code_34_Burlgary","SVM",1000,0.783,0.057,0.275,0.194,0.467,0.854,0.956,1,0.022,0.033,0.282,0.159,0.733,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","GLMNET",1000,0.883,0.053,0.442,0.463,0.422,0.923,0.957,0.75,0.067,0.053,0.417,0.463,0.422,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","FORESTS",1000,0.87,0.17,0.417,0.556,0.333,0.28,0.959,0.7,0.156,0.17,0.41,0.556,0.333,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","MAXENTROPY",1000,0.591,0.003,0.233,0.244,0.222,1,0.957,0.75,0.067,0.394,0.217,0.368,0.156,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","RANDOM FOREST ENSEMBLE",250,0.937,0.304,0.467,0.389,0.583,0.808,0.948,0,0,0.174,0.494,0.306,0.917,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_35_Driving Under the Influence","SVM",1000,0.959,0.49,0.697,0.852,0.59,0.646,0.981,0.955,0.538,0.646,0.709,0.955,0.538,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","GLMNET",1000,0.97,0.111,0.706,0.652,0.769,0.276,0.975,0.733,0.564,0.089,0.696,0.633,0.795,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","FORESTS",1000,0.967,0.33,0.757,0.8,0.718,0.33,0.982,0.8,0.718,0.33,0.749,0.8,0.718,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","MAXENTROPY",1000,0.855,0.611,0.649,0.658,0.641,0.986,0.975,0.75,0.538,0.611,0.635,0.658,0.641,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","RANDOM FOREST ENSEMBLE",250,0.901,0.736,0.667,0.857,0.545,0.836,0.976,1,0.455,0.736,0.673,0.857,0.545,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_36_Fraud","SVM",1000,0.938,0.197,0.602,0.544,0.674,0.83,0.963,0.909,0.217,0.163,0.586,0.516,0.717,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","GLMNET",1000,0.946,0.161,0.489,0.5,0.478,0.667,0.961,0.769,0.217,0.062,0.498,0.349,0.804,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","FORESTS",1000,0.937,0.275,0.582,0.697,0.5,0.33,0.967,0.783,0.391,0.275,0.574,0.697,0.5,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","MAXENTROPY",1000,0.818,0.318,0.547,0.531,0.565,1,0.965,0.704,0.413,0.999,0.531,0.69,0.435,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","RANDOM FOREST ENSEMBLE",250,0.883,0.771,0.769,0.833,0.714,0.771,0.988,0.833,0.714,0.771,0.765,0.833,0.714,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_37_Robbery","SVM",1000,0.859,0.241,0.586,0.592,0.579,0.561,0.904,0.849,0.338,0.241,0.523,0.592,0.579,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","GLMNET",1000,0.929,0.106,0.714,0.629,0.827,0.198,0.924,0.777,0.602,0.106,0.672,0.629,0.827,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","FORESTS",1000,0.932,0.33,0.76,0.784,0.737,0.395,0.942,0.903,0.632,0.39,0.727,0.887,0.647,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","MAXENTROPY",1000,0.774,0.736,0.577,0.56,0.594,0.736,0.884,0.56,0.594,0.736,0.51,0.56,0.594,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","RANDOM FOREST ENSEMBLE",250,0.92,0.369,0.742,0.767,0.719,0.507,0.936,0.864,0.594,0.369,0.706,0.767,0.719,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_38_Police Use of Taser","SVM",1000,0.99,0.149,0.667,1,0.5,0.149,0.999,1,0.5,0.149,0.707,1,0.5,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","GLMNET",1000,0.723,0.007,0.051,0.027,0.5,0.079,0.997,0,0,0.007,0.11,0.027,0.5,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","FORESTS",1000,0.65,0.015,0.027,0.014,0.5,0.1,0.997,0,0,0.015,0.074,0.014,0.5,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","MAXENTROPY",1000,0.451,0,0.004,0.002,1,0.948,0.997,0,0,0.948,-0.001,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","RANDOM FOREST ENSEMBLE",250,99999,99999,99999,99999,99999,0.011,0.996,0,99999,99999,99999,99999,99999,0,0,0,1305,2,998
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","SVM",1000,0.796,0.322,0.72,0.589,0.925,0.524,0.725,0.685,0.699,0.49,0.451,0.669,0.747,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","GLMNET",1000,0.844,0.424,0.768,0.675,0.891,0.565,0.765,0.775,0.661,0.424,0.555,0.675,0.891,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","FORESTS",1000,0.838,0.46,0.771,0.703,0.853,0.49,0.779,0.725,0.805,0.46,0.566,0.703,0.853,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","MAXENTROPY",1000,0.652,0.001,0.616,0.606,0.627,0.001,0.655,0.606,0.627,0.001,0.303,0.606,0.627,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","RANDOM FOREST ENSEMBLE",250,0.832,0.319,0.744,0.624,0.92,0.592,0.764,0.73,0.75,0.592,0.524,0.73,0.75,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office","SVM",1000,0.865,0.216,0.553,0.525,0.584,0.667,0.923,0.7,0.236,0.216,0.508,0.525,0.584,0,1,0,1243,89,911
"mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office","GLMNET",1000,0.9,0.183,0.583,0.527,0.652,0.184,0.917,0.528,0.64,0.183,0.541,0.527,0.652,0,1,0,1243,89,911
"mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office","FORESTS",1000,0.925,0.24,0.627,0.557,0.719,0.295,0.928,0.6,0.573,0.19,0.604,0.503,0.831,0,1,0,1243,89,911
"mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office","MAXENTROPY",1000,0.703,0.979,0.42,0.425,0.416,0.999,0.901,0.438,0.393,0.979,0.365,0.425,0.416,0,1,0,1243,89,911
"mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office","RANDOM FOREST ENSEMBLE",250,0.928,0.568,0.627,0.593,0.667,0.627,0.928,0.625,0.625,0.568,0.587,0.593,0.667,0,1,0,1243,89,911
"mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court","SVM",1000,0.819,0.173,0.245,0.17,0.436,0.936,0.96,0,0,0.066,0.259,0.115,0.897,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court","GLMNET",1000,0.918,0.133,0.346,0.228,0.718,0.762,0.963,0.667,0.103,0.104,0.365,0.196,0.846,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court","FORESTS",1000,0.857,0.22,0.323,0.231,0.538,0.38,0.963,0.625,0.128,0.165,0.315,0.182,0.718,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court","MAXENTROPY",1000,0.674,0.006,0.25,0.175,0.436,1,0.911,0.162,0.308,0.006,0.231,0.175,0.436,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court","RANDOM FOREST ENSEMBLE",250,0.903,0.065,0.323,0.192,1,0.756,0.96,0.5,0.1,0.065,0.398,0.192,1,0,1,0,1243,39,961
"mydtm_stem_sparse_0.98","code_5_Cook County Jail","SVM",1000,0.928,0.14,0.609,0.56,0.667,0.463,0.984,0.692,0.429,0.14,0.602,0.56,0.667,0,1,0,1243,21,979
"mydtm_stem_sparse_0.98","code_5_Cook County Jail","GLMNET",1000,0.911,0.122,0.653,0.571,0.762,0.153,0.984,0.609,0.667,0.122,0.652,0.571,0.762,0,1,0,1243,21,979
"mydtm_stem_sparse_0.98","code_5_Cook County Jail","FORESTS",1000,0.979,0.13,0.517,0.405,0.714,0.295,0.984,0.778,0.333,0.115,0.537,0.353,0.857,0,1,0,1243,21,979
"mydtm_stem_sparse_0.98","code_5_Cook County Jail","MAXENTROPY",1000,0.741,0.875,0.465,0.455,0.476,1,0.981,0.571,0.381,1,0.457,0.571,0.381,0,1,0,1243,21,979
"mydtm_stem_sparse_0.98","code_5_Cook County Jail","RANDOM FOREST ENSEMBLE",250,0.927,0.128,0.706,0.667,0.75,0.67,0.98,1,0.375,0.025,0.703,0.583,0.875,0,1,0,1243,21,979
"mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police","SVM",1000,0.916,0.154,0.511,0.523,0.5,0.573,0.96,0.714,0.217,0.154,0.488,0.523,0.5,0,1,0,1243,46,954
"mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police","GLMNET",1000,0.979,0.054,0.739,0.603,0.957,0.054,0.969,0.603,0.957,0.054,0.746,0.603,0.957,0,1,0,1243,46,954
"mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police","FORESTS",1000,0.969,0.165,0.735,0.606,0.935,0.225,0.972,0.714,0.652,0.165,0.739,0.606,0.935,0,1,0,1243,46,954
"mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police","MAXENTROPY",1000,0.726,0.006,0.392,0.357,0.435,1,0.953,0.471,0.174,0.006,0.362,0.357,0.435,0,1,0,1243,46,954
"mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police","RANDOM FOREST ENSEMBLE",250,0.979,0.539,0.741,0.588,1,0.539,0.972,0.588,1,0.539,0.756,0.588,1,0,1,0,1243,46,954
"mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office","SVM",1000,0.926,0.018,0.244,0.147,0.714,0.234,0.992,0,0,0.018,0.315,0.147,0.714,0,1,0,1243,7,993
"mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office","GLMNET",1000,0.942,0.064,0.308,0.333,0.286,0.191,0.994,1,0.143,0.191,0.377,1,0.143,0,1,0,1243,7,993
"mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office","FORESTS",1000,0.919,0.065,0.125,0.111,0.143,0.165,0.992,0,0,0.01,0.179,0.039,1,0,1,0,1243,7,993
"mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office","MAXENTROPY",1000,0.62,0.091,0.267,0.25,0.286,0.44,0.993,0.5,0.143,0.44,0.265,0.5,0.143,0,1,0,1243,7,993
"mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office","RANDOM FOREST ENSEMBLE",250,0.996,0.268,0.667,0.5,1,0.268,0.996,0.5,1,0.268,0.706,0.5,1,0,1,0,1243,7,993
"mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections","SVM",1000,0.978,0.15,0.5,0.375,0.75,0.45,0.996,0.5,0.25,0.15,0.528,0.375,0.75,0,1,0,1243,4,996
"mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections","GLMNET",1000,0.993,0.584,0.571,0.667,0.5,0.86,0.997,1,0.25,0.584,0.576,0.667,0.5,0,1,0,1243,4,996
"mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections","FORESTS",1000,0.956,0.175,0.333,0.5,0.25,0.175,0.996,0.5,0.25,0.175,0.352,0.5,0.25,0,1,0,1243,4,996
"mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections","MAXENTROPY",1000,0.843,0.017,0.133,0.091,0.25,0.955,0.995,0,0,0.001,0.186,0.051,0.75,0,1,0,1243,4,996
"mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections","RANDOM FOREST ENSEMBLE",250,0.997,0.368,0.667,1,0.5,0.368,0.996,1,0.5,0.368,0.706,1,0.5,0,1,0,1243,4,996
"mydtm_stem_sparse_0.98","code_9_Domestic Violence","SVM",1000,0.838,0.126,0.424,0.379,0.481,0.589,0.953,0.727,0.154,0.113,0.392,0.355,0.519,0,1,0,1243,52,948
"mydtm_stem_sparse_0.98","code_9_Domestic Violence","GLMNET",1000,0.886,0.062,0.457,0.387,0.558,0.238,0.953,0.632,0.231,0.062,0.429,0.387,0.558,0,1,0,1243,52,948
"mydtm_stem_sparse_0.98","code_9_Domestic Violence","FORESTS",1000,0.867,0.235,0.436,0.654,0.327,0.235,0.956,0.654,0.327,0.235,0.443,0.654,0.327,0,1,0,1243,52,948
"mydtm_stem_sparse_0.98","code_9_Domestic Violence","MAXENTROPY",1000,0.725,0.016,0.446,0.417,0.481,0.974,0.949,0.514,0.346,0.016,0.415,0.417,0.481,0,1,0,1243,52,948
"mydtm_stem_sparse_0.98","code_9_Domestic Violence","RANDOM FOREST ENSEMBLE",250,0.847,0.332,0.5,0.571,0.444,0.705,0.94,1,0.167,0.332,0.471,0.571,0.444,0,1,0,1243,52,948
"mydtm_stem_sparse_0.98","code_10_Sexual Assault","SVM",1000,0.969,0.303,0.865,0.909,0.825,0.387,0.975,0.919,0.814,0.303,0.852,0.909,0.825,0,1,0,1243,97,903
"mydtm_stem_sparse_0.98","code_10_Sexual Assault","GLMNET",1000,0.963,0.086,0.861,0.829,0.897,0.086,0.972,0.829,0.897,0.086,0.847,0.829,0.897,0,1,0,1243,97,903
"mydtm_stem_sparse_0.98","code_10_Sexual Assault","FORESTS",1000,0.976,0.34,0.865,0.909,0.825,0.34,0.975,0.909,0.825,0.34,0.852,0.909,0.825,0,1,0,1243,97,903
"mydtm_stem_sparse_0.98","code_10_Sexual Assault","MAXENTROPY",1000,0.948,0.492,0.827,0.818,0.835,0.999,0.966,0.871,0.763,0.492,0.808,0.818,0.835,0,1,0,1243,97,903
"mydtm_stem_sparse_0.98","code_10_Sexual Assault","RANDOM FOREST ENSEMBLE",250,0.991,0.638,0.896,0.909,0.882,0.669,0.972,0.935,0.853,0.638,0.879,0.909,0.882,0,1,0,1243,97,903
"mydtm_stem_sparse_0.98","code_11_Police Brutality","SVM",1000,0.826,0.053,0.264,0.184,0.467,0.962,0.986,1,0.067,0.053,0.277,0.184,0.467,0,1,0,1243,15,985
"mydtm_stem_sparse_0.98","code_11_Police Brutality","GLMNET",1000,0.879,0.084,0.316,0.261,0.4,0.736,0.986,1,0.067,0.084,0.31,0.261,0.4,0,1,0,1243,15,985
"mydtm_stem_sparse_0.98","code_11_Police Brutality","FORESTS",1000,0.867,0.205,0.286,0.5,0.2,0.205,0.985,0.5,0.2,0.205,0.31,0.5,0.2,0,1,0,1243,15,985
"mydtm_stem_sparse_0.98","code_11_Police Brutality","MAXENTROPY",1000,0.604,0.714,0.231,0.273,0.2,1,0.982,0,0,0.714,0.224,0.273,0.2,0,1,0,1243,15,985
"mydtm_stem_sparse_0.98","code_11_Police Brutality","RANDOM FOREST ENSEMBLE",250,0.724,0.402,0.667,0.667,0.667,0.402,0.992,0.667,0.667,0.402,0.663,0.667,0.667,0,1,0,1243,15,985
"mydtm_stem_sparse_0.98","code_12_Police Misconduct","SVM",1000,0.886,0.142,0.369,0.343,0.4,0.639,0.972,0.667,0.133,0.142,0.349,0.343,0.4,0,1,0,1243,30,970
"mydtm_stem_sparse_0.98","code_12_Police Misconduct","GLMNET",1000,0.938,0.108,0.54,0.515,0.567,0.411,0.976,0.875,0.233,0.108,0.525,0.515,0.567,0,1,0,1243,30,970
"mydtm_stem_sparse_0.98","code_12_Police Misconduct","FORESTS",1000,0.926,0.155,0.5,0.447,0.567,0.245,0.975,0.692,0.3,0.155,0.486,0.447,0.567,0,1,0,1243,30,970
"mydtm_stem_sparse_0.98","code_12_Police Misconduct","MAXENTROPY",1000,0.645,0.592,0.275,0.333,0.233,0.999,0.969,0.455,0.167,0.999,0.262,0.455,0.167,0,1,0,1243,30,970
"mydtm_stem_sparse_0.98","code_12_Police Misconduct","RANDOM FOREST ENSEMBLE",250,0.94,0.481,0.714,0.714,0.714,0.481,0.984,0.714,0.714,0.481,0.706,0.714,0.714,0,1,0,1243,30,970
"mydtm_stem_sparse_0.98","code_13_Gun Violence","SVM",1000,0.948,0.442,0.868,0.932,0.812,0.471,0.912,0.938,0.806,0.471,0.807,0.938,0.806,0,1,0,1243,356,644
"mydtm_stem_sparse_0.98","code_13_Gun Violence","GLMNET",1000,0.965,0.232,0.911,0.913,0.91,0.238,0.937,0.92,0.902,0.232,0.863,0.913,0.91,0,1,0,1243,356,644
"mydtm_stem_sparse_0.98","code_13_Gun Violence","FORESTS",1000,0.979,0.375,0.907,0.9,0.913,0.375,0.933,0.9,0.913,0.375,0.854,0.9,0.913,0,1,0,1243,356,644
"mydtm_stem_sparse_0.98","code_13_Gun Violence","MAXENTROPY",1000,0.888,1,0.836,0.892,0.787,1,0.89,0.892,0.787,1,0.757,0.892,0.787,0,1,0,1243,356,644
"mydtm_stem_sparse_0.98","code_13_Gun Violence","RANDOM FOREST ENSEMBLE",250,0.984,0.754,0.926,0.962,0.893,0.869,0.952,0.986,0.869,0.869,0.893,0.986,0.869,0,1,0,1243,356,644
"mydtm_stem_sparse_0.98","code_14_GLBTQ","SVM",1000,0.934,0.065,0.549,0.636,0.483,0.077,0.978,0.684,0.448,0.077,0.543,0.684,0.448,0,1,0,1243,29,971
"mydtm_stem_sparse_0.98","code_14_GLBTQ","GLMNET",1000,0.897,0.035,0.591,0.867,0.448,0.035,0.982,0.867,0.448,0.035,0.616,0.867,0.448,0,1,0,1243,29,971
"mydtm_stem_sparse_0.98","code_14_GLBTQ","FORESTS",1000,0.959,0.05,0.533,0.393,0.828,0.145,0.979,0.9,0.31,0.05,0.554,0.393,0.828,0,1,0,1243,29,971
"mydtm_stem_sparse_0.98","code_14_GLBTQ","MAXENTROPY",1000,0.902,0.046,0.724,0.724,0.724,0.046,0.984,0.724,0.724,0.046,0.716,0.724,0.724,0,1,0,1243,29,971
"mydtm_stem_sparse_0.98","code_14_GLBTQ","RANDOM FOREST ENSEMBLE",250,0.926,0.63,0.8,0.857,0.75,0.63,0.988,0.857,0.75,0.63,0.796,0.857,0.75,0,1,0,1243,29,971
"mydtm_stem_sparse_0.98","code_15_Juvenile","SVM",1000,0.823,0.182,0.466,0.397,0.566,0.457,0.89,0.7,0.172,0.182,0.385,0.397,0.566,0,1,0,1243,122,878
"mydtm_stem_sparse_0.98","code_15_Juvenile","GLMNET",1000,0.892,0.139,0.586,0.56,0.615,0.196,0.907,0.671,0.467,0.157,0.527,0.593,0.574,0,1,0,1243,122,878
"mydtm_stem_sparse_0.98","code_15_Juvenile","FORESTS",1000,0.844,0.185,0.498,0.45,0.557,0.345,0.894,0.833,0.164,0.22,0.432,0.551,0.443,0,1,0,1243,122,878
"mydtm_stem_sparse_0.98","code_15_Juvenile","MAXENTROPY",1000,0.663,0.021,0.398,0.374,0.426,1,0.854,0.397,0.377,0.021,0.309,0.374,0.426,0,1,0,1243,122,878
"mydtm_stem_sparse_0.98","code_15_Juvenile","RANDOM FOREST ENSEMBLE",250,0.908,0.226,0.571,0.413,0.929,0.704,0.912,0.75,0.321,0.226,0.553,0.413,0.929,0,1,0,1243,122,878
"mydtm_stem_sparse_0.98","code_16_Re-Entry","SVM",1000,0.777,0.013,0.222,0.25,0.2,0.028,0.994,0,0,0.013,0.22,0.25,0.2,0,1,0,1243,5,995
"mydtm_stem_sparse_0.98","code_16_Re-Entry","GLMNET",1000,0.489,0.003,0.01,0.005,1,0.072,0.994,0,0,0.072,-0.002,0,0,0,1,0,1243,5,995
"mydtm_stem_sparse_0.98","code_16_Re-Entry","FORESTS",1000,0.697,0.015,0.04,0.021,0.4,0.08,0.993,0,0,0.01,0.091,0.02,0.6,0,1,0,1243,5,995
"mydtm_stem_sparse_0.98","code_16_Re-Entry","MAXENTROPY",1000,0.763,0.596,0.364,0.333,0.4,0.983,0.995,0.5,0.2,0.596,0.362,0.333,0.4,0,1,0,1243,5,995
"mydtm_stem_sparse_0.98","code_16_Re-Entry","RANDOM FOREST ENSEMBLE",250,99999,99999,99999,99999,99999,0.202,0.996,0,99999,99999,99999,99999,99999,0,1,0,1243,5,995
"mydtm_stem_sparse_0.98","code_17_Violence","SVM",1000,0.719,0.256,0.637,0.492,0.903,0.443,0.676,0.596,0.61,0.436,0.331,0.592,0.623,0,1,0,1243,403,597
"mydtm_stem_sparse_0.98","code_17_Violence","GLMNET",1000,0.757,0.357,0.668,0.595,0.762,0.406,0.712,0.64,0.653,0.384,0.411,0.622,0.707,0,1,0,1243,403,597
"mydtm_stem_sparse_0.98","code_17_Violence","FORESTS",1000,0.768,0.39,0.684,0.586,0.821,0.5,0.715,0.661,0.6,0.39,0.425,0.586,0.821,0,1,0,1243,403,597
"mydtm_stem_sparse_0.98","code_17_Violence","MAXENTROPY",1000,0.62,0,0.574,0.403,1,0.05,0.632,0.541,0.568,0.05,0.242,0.541,0.568,0,1,0,1243,403,597
"mydtm_stem_sparse_0.98","code_17_Violence","RANDOM FOREST ENSEMBLE",250,0.688,0.183,0.691,0.539,0.963,0.378,0.652,0.58,0.704,0.183,0.397,0.539,0.963,0,1,0,1243,403,597
"mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","SVM",1000,0.871,0.152,0.615,0.8,0.5,0.44,0.995,1,0.375,0.152,0.63,0.8,0.5,0,1,0,1243,8,992
"mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","GLMNET",1000,0.829,0.032,0.357,0.25,0.625,0.235,0.993,1,0.125,0.032,0.388,0.25,0.625,0,1,0,1243,8,992
"mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","FORESTS",1000,0.802,0.105,0.24,0.176,0.375,0.21,0.991,0,0,0.105,0.249,0.176,0.375,0,1,0,1243,8,992
"mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","MAXENTROPY",1000,0.676,0.002,0.214,0.15,0.375,0.999,0.991,0,0,0.002,0.228,0.15,0.375,0,1,0,1243,8,992
"mydtm_stem_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","RANDOM FOREST ENSEMBLE",250,0.733,0.075,0.333,0.25,0.5,0.132,0.988,0,0,0.075,0.346,0.25,0.5,0,1,0,1243,8,992
"mydtm_stem_sparse_0.98","code_19_Probation","SVM",1000,0.779,0.128,0.308,0.5,0.222,0.128,0.991,0.5,0.222,0.128,0.329,0.5,0.222,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_19_Probation","GLMNET",1000,0.931,0.023,0.429,0.316,0.667,0.377,0.991,0.5,0.111,0.016,0.457,0.242,0.889,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_19_Probation","FORESTS",1000,0.949,0.055,0.273,0.171,0.667,0.185,0.99,0,0,0.055,0.328,0.171,0.667,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_19_Probation","MAXENTROPY",1000,0.59,0.029,0.174,0.143,0.222,1,0.99,0,0,0.029,0.169,0.143,0.222,0,1,0,1243,9,991
"mydtm_stem_sparse_0.98","code_19_Probation","RANDOM FOREST ENSEMBLE",250,1,0.295,1,1,1,0.295,1,1,1,0.295,1,1,1,0,1,0,1243,9,991
