"df_name","crime_category","model","num_articles_predicted","AUC","Cutoff_for_max_F_score","Max_F_score","Precision_for_max_F_score","Recall_for_max_F_score","Cutoff_for_max_Accuracy","Max_Accuracy","Precision_for_max_Accuracy","Recall_for_max_Accuracy","Cutoff_for_max_matt_coef","Max_Matt_coef","Precision_for_max_Matt_coef","Recall_for_max_Matt_coef","is_tfidf","is_stem","is_stem_and_tfidf","df_term_total","total_positives","total_negatives"
"mydtm_stem_w_tfidf_sparse_0.98","code_36_Fraud","GLMNET",1000,0.948,0.14,0.667,0.623,0.717,0.169,0.967,0.638,0.652,0.134,0.652,0.607,0.739,1,1,1,1243,46,954
"mydtm_stem_w_tfidf_sparse_0.98","code_36_Fraud","FORESTS",1000,0.968,0.19,0.714,0.673,0.761,0.22,0.972,0.714,0.652,0.19,0.701,0.673,0.761,1,1,1,1243,46,954
"mydtm_stem_w_tfidf_sparse_0.98","code_36_Fraud","MAXENTROPY",1000,0.904,0.453,0.571,0.632,0.522,0.893,0.967,0.76,0.413,0.453,0.556,0.632,0.522,1,1,1,1243,46,954
"mydtm_stem_w_tfidf_sparse_0.98","code_36_Fraud","RANDOM FOREST ENSEMBLE",250,0.946,0.618,0.571,0.571,0.571,0.706,0.976,0.6,0.429,0.618,0.559,0.571,0.571,1,1,1,1243,46,954
"mydtm_stem_w_tfidf_sparse_0.98","code_37_Robbery","SVM",1000,0.93,0.095,0.681,0.583,0.82,0.203,0.925,0.796,0.586,0.174,0.644,0.771,0.609,1,1,1,1243,133,867
"mydtm_stem_w_tfidf_sparse_0.98","code_37_Robbery","GLMNET",1000,0.942,0.127,0.716,0.671,0.767,0.198,0.923,0.759,0.617,0.127,0.671,0.671,0.767,1,1,1,1243,133,867
"mydtm_stem_w_tfidf_sparse_0.98","code_37_Robbery","FORESTS",1000,0.953,0.295,0.748,0.76,0.737,0.34,0.936,0.811,0.677,0.295,0.71,0.76,0.737,1,1,1,1243,133,867
"mydtm_stem_w_tfidf_sparse_0.98","code_37_Robbery","MAXENTROPY",1000,0.803,0.431,0.559,0.547,0.571,0.996,0.892,0.632,0.451,0.431,0.49,0.547,0.571,1,1,1,1243,133,867
"mydtm_stem_w_tfidf_sparse_0.98","code_37_Robbery","RANDOM FOREST ENSEMBLE",250,0.932,0.315,0.712,0.634,0.812,0.52,0.924,0.842,0.5,0.315,0.671,0.634,0.812,1,1,1,1243,133,867
"mydtm_stem_w_tfidf_sparse_0.98","code_38_Police Use of Taser","SVM",1000,0.993,0.037,0.333,0.2,1,0.173,0.997,0,0,0.037,0.445,0.2,1,1,1,1,1243,2,998
"mydtm_stem_w_tfidf_sparse_0.98","code_38_Police Use of Taser","GLMNET",1000,0.5,0.004,0.004,0.002,1,0.004,0.002,0.002,1,99999,99999,99999,99999,1,1,1,1243,2,998
"mydtm_stem_w_tfidf_sparse_0.98","code_38_Police Use of Taser","FORESTS",1000,0.856,0.03,0.154,0.091,0.5,0.045,0.997,0,0,0.03,0.21,0.091,0.5,1,1,1,1243,2,998
"mydtm_stem_w_tfidf_sparse_0.98","code_38_Police Use of Taser","MAXENTROPY",1000,0.988,0.021,0.222,0.125,1,0.088,0.997,0,0,0.021,0.351,0.125,1,1,1,1,1243,2,998
"mydtm_stem_w_tfidf_sparse_0.98","code_38_Police Use of Taser","RANDOM FOREST ENSEMBLE",250,99999,99999,99999,99999,99999,0.221,0.996,0,99999,99999,99999,99999,99999,1,1,1,1243,2,998
