"0","1","model_type","df_name","crime_category"
"0.89","0.71","MAXENTROPY_RECALL","mydtm_sparse_0.98","code_26_Homicides"
"0.88","0.72","MAXENTROPY_FSCORE","mydtm_sparse_0.98","code_26_Homicides"
"0.99","0.57","SVM_PRECISION","mydtm_sparse_0.98","code_27_Independent Police Review Authority"
"1","0.44","SVM_RECALL","mydtm_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.5","SVM_FSCORE","mydtm_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","NaN","FORESTS_PRECISION","mydtm_sparse_0.98","code_27_Independent Police Review Authority"
"1","0","FORESTS_RECALL","mydtm_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","NaN","FORESTS_FSCORE","mydtm_sparse_0.98","code_27_Independent Police Review Authority"
"1","0.5","GLMNET_PRECISION","mydtm_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.56","GLMNET_RECALL","mydtm_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.53","GLMNET_FSCORE","mydtm_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.5","MAXENTROPY_PRECISION","mydtm_sparse_0.98","code_27_Independent Police Review Authority"
"1","0.33","MAXENTROPY_RECALL","mydtm_sparse_0.98","code_27_Independent Police Review Authority"
"0.99","0.4","MAXENTROPY_FSCORE","mydtm_sparse_0.98","code_27_Independent Police Review Authority"
"1","NaN","SVM_PRECISION","mydtm_sparse_0.98","code_28_Chicago Police Board"
"1","0","SVM_RECALL","mydtm_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","SVM_FSCORE","mydtm_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","FORESTS_PRECISION","mydtm_sparse_0.98","code_28_Chicago Police Board"
"1","0","FORESTS_RECALL","mydtm_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","FORESTS_FSCORE","mydtm_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","GLMNET_PRECISION","mydtm_sparse_0.98","code_28_Chicago Police Board"
"1","0","GLMNET_RECALL","mydtm_sparse_0.98","code_28_Chicago Police Board"
"1","NaN","GLMNET_FSCORE","mydtm_sparse_0.98","code_28_Chicago Police Board"
"0.99","0","MAXENTROPY_PRECISION","mydtm_sparse_0.98","code_28_Chicago Police Board"
"0.99","0","MAXENTROPY_RECALL","mydtm_sparse_0.98","code_28_Chicago Police Board"
"0.99","NaN","MAXENTROPY_FSCORE","mydtm_sparse_0.98","code_28_Chicago Police Board"
"1","0.75","SVM_PRECISION","mydtm_sparse_0.98","code_29_Immigration"
"1","0.43","SVM_RECALL","mydtm_sparse_0.98","code_29_Immigration"
"1","0.55","SVM_FSCORE","mydtm_sparse_0.98","code_29_Immigration"
"0.99","NaN","FORESTS_PRECISION","mydtm_sparse_0.98","code_29_Immigration"
"1","0","FORESTS_RECALL","mydtm_sparse_0.98","code_29_Immigration"
"0.99","NaN","FORESTS_FSCORE","mydtm_sparse_0.98","code_29_Immigration"
"0.99","NaN","GLMNET_PRECISION","mydtm_sparse_0.98","code_29_Immigration"
"1","0","GLMNET_RECALL","mydtm_sparse_0.98","code_29_Immigration"
"0.99","NaN","GLMNET_FSCORE","mydtm_sparse_0.98","code_29_Immigration"
"1","0.38","MAXENTROPY_PRECISION","mydtm_sparse_0.98","code_29_Immigration"
"0.99","0.43","MAXENTROPY_RECALL","mydtm_sparse_0.98","code_29_Immigration"
"0.99","0.4","MAXENTROPY_FSCORE","mydtm_sparse_0.98","code_29_Immigration"
"0.81","0.37","SVM_PRECISION","mydtm_sparse_0.98","code_31_Unspecified Crime"
"0.94","0.14","SVM_RECALL","mydtm_sparse_0.98","code_31_Unspecified Crime"
"0.87","0.2","SVM_FSCORE","mydtm_sparse_0.98","code_31_Unspecified Crime"
"0.81","0.59","FORESTS_PRECISION","mydtm_sparse_0.98","code_31_Unspecified Crime"
"0.98","0.1","FORESTS_RECALL","mydtm_sparse_0.98","code_31_Unspecified Crime"
"0.89","0.17","FORESTS_FSCORE","mydtm_sparse_0.98","code_31_Unspecified Crime"
"0.81","0.39","GLMNET_PRECISION","mydtm_sparse_0.98","code_31_Unspecified Crime"
"0.94","0.15","GLMNET_RECALL","mydtm_sparse_0.98","code_31_Unspecified Crime"
"0.87","0.22","GLMNET_FSCORE","mydtm_sparse_0.98","code_31_Unspecified Crime"
"0.85","0.31","MAXENTROPY_PRECISION","mydtm_sparse_0.98","code_31_Unspecified Crime"
"0.73","0.47","MAXENTROPY_RECALL","mydtm_sparse_0.98","code_31_Unspecified Crime"
"0.79","0.37","MAXENTROPY_FSCORE","mydtm_sparse_0.98","code_31_Unspecified Crime"
"1","NaN","SVM_PRECISION","mydtm_sparse_0.98","code_32_Illinois State Court"
"1","0","SVM_RECALL","mydtm_sparse_0.98","code_32_Illinois State Court"
"1","NaN","SVM_FSCORE","mydtm_sparse_0.98","code_32_Illinois State Court"
"1","NaN","FORESTS_PRECISION","mydtm_sparse_0.98","code_32_Illinois State Court"
"1","0","FORESTS_RECALL","mydtm_sparse_0.98","code_32_Illinois State Court"
"1","NaN","FORESTS_FSCORE","mydtm_sparse_0.98","code_32_Illinois State Court"
"1","NaN","GLMNET_PRECISION","mydtm_sparse_0.98","code_32_Illinois State Court"
"1","0","GLMNET_RECALL","mydtm_sparse_0.98","code_32_Illinois State Court"
"1","NaN","GLMNET_FSCORE","mydtm_sparse_0.98","code_32_Illinois State Court"
"1","0","MAXENTROPY_PRECISION","mydtm_sparse_0.98","code_32_Illinois State Court"
"1","0","MAXENTROPY_RECALL","mydtm_sparse_0.98","code_32_Illinois State Court"
"1","NaN","MAXENTROPY_FSCORE","mydtm_sparse_0.98","code_32_Illinois State Court"
"0.99","1","SVM_PRECISION","mydtm_sparse_0.98","code_33_Arson"
"1","0.25","SVM_RECALL","mydtm_sparse_0.98","code_33_Arson"
"0.99","0.4","SVM_FSCORE","mydtm_sparse_0.98","code_33_Arson"
"0.98","NaN","FORESTS_PRECISION","mydtm_sparse_0.98","code_33_Arson"
"1","0","FORESTS_RECALL","mydtm_sparse_0.98","code_33_Arson"
"0.99","NaN","FORESTS_FSCORE","mydtm_sparse_0.98","code_33_Arson"
"0.99","1","GLMNET_PRECISION","mydtm_sparse_0.98","code_33_Arson"
"1","0.12","GLMNET_RECALL","mydtm_sparse_0.98","code_33_Arson"
"0.99","0.21","GLMNET_FSCORE","mydtm_sparse_0.98","code_33_Arson"
"0.99","0.8","MAXENTROPY_PRECISION","mydtm_sparse_0.98","code_33_Arson"
"1","0.25","MAXENTROPY_RECALL","mydtm_sparse_0.98","code_33_Arson"
"0.99","0.38","MAXENTROPY_FSCORE","mydtm_sparse_0.98","code_33_Arson"
"0.96","0.5","SVM_PRECISION","mydtm_sparse_0.98","code_34_Burlgary"
"1","0.02","SVM_RECALL","mydtm_sparse_0.98","code_34_Burlgary"
"0.98","0.04","SVM_FSCORE","mydtm_sparse_0.98","code_34_Burlgary"
"0.96","NaN","FORESTS_PRECISION","mydtm_sparse_0.98","code_34_Burlgary"
"1","0","FORESTS_RECALL","mydtm_sparse_0.98","code_34_Burlgary"
"0.98","NaN","FORESTS_FSCORE","mydtm_sparse_0.98","code_34_Burlgary"
"0.96","0.5","GLMNET_PRECISION","mydtm_sparse_0.98","code_34_Burlgary"
"1","0.07","GLMNET_RECALL","mydtm_sparse_0.98","code_34_Burlgary"
"0.98","0.12","GLMNET_FSCORE","mydtm_sparse_0.98","code_34_Burlgary"
"0.96","0.33","MAXENTROPY_PRECISION","mydtm_sparse_0.98","code_34_Burlgary"
"0.99","0.13","MAXENTROPY_RECALL","mydtm_sparse_0.98","code_34_Burlgary"
"0.97","0.19","MAXENTROPY_FSCORE","mydtm_sparse_0.98","code_34_Burlgary"
"0.98","0.84","SVM_PRECISION","mydtm_sparse_0.98","code_35_Driving Under the Influence"
"1","0.54","SVM_RECALL","mydtm_sparse_0.98","code_35_Driving Under the Influence"
"0.99","0.66","SVM_FSCORE","mydtm_sparse_0.98","code_35_Driving Under the Influence"
"0.97","0.89","FORESTS_PRECISION","mydtm_sparse_0.98","code_35_Driving Under the Influence"
"1","0.21","FORESTS_RECALL","mydtm_sparse_0.98","code_35_Driving Under the Influence"
"0.98","0.34","FORESTS_FSCORE","mydtm_sparse_0.98","code_35_Driving Under the Influence"
"0.97","0.65","GLMNET_PRECISION","mydtm_sparse_0.98","code_35_Driving Under the Influence"
"0.99","0.28","GLMNET_RECALL","mydtm_sparse_0.98","code_35_Driving Under the Influence"
"0.98","0.39","GLMNET_FSCORE","mydtm_sparse_0.98","code_35_Driving Under the Influence"
"0.99","0.64","MAXENTROPY_PRECISION","mydtm_sparse_0.98","code_35_Driving Under the Influence"
"0.99","0.64","MAXENTROPY_RECALL","mydtm_sparse_0.98","code_35_Driving Under the Influence"
"0.99","0.64","MAXENTROPY_FSCORE","mydtm_sparse_0.98","code_35_Driving Under the Influence"
"0.97","0.61","SVM_PRECISION","mydtm_sparse_0.98","code_36_Fraud"
"0.99","0.37","SVM_RECALL","mydtm_sparse_0.98","code_36_Fraud"
"0.98","0.46","SVM_FSCORE","mydtm_sparse_0.98","code_36_Fraud"
"0.95","1","FORESTS_PRECISION","mydtm_sparse_0.98","code_36_Fraud"
"1","0.02","FORESTS_RECALL","mydtm_sparse_0.98","code_36_Fraud"
"0.97","0.04","FORESTS_FSCORE","mydtm_sparse_0.98","code_36_Fraud"
"0.97","0.67","GLMNET_PRECISION","mydtm_sparse_0.98","code_36_Fraud"
"0.99","0.26","GLMNET_RECALL","mydtm_sparse_0.98","code_36_Fraud"
"0.98","0.37","GLMNET_FSCORE","mydtm_sparse_0.98","code_36_Fraud"
"0.98","0.53","MAXENTROPY_PRECISION","mydtm_sparse_0.98","code_36_Fraud"
"0.98","0.54","MAXENTROPY_RECALL","mydtm_sparse_0.98","code_36_Fraud"
"0.98","0.53","MAXENTROPY_FSCORE","mydtm_sparse_0.98","code_36_Fraud"
"0.91","0.8","SVM_PRECISION","mydtm_sparse_0.98","code_37_Robbery"
"0.99","0.36","SVM_RECALL","mydtm_sparse_0.98","code_37_Robbery"
"0.95","0.5","SVM_FSCORE","mydtm_sparse_0.98","code_37_Robbery"
"0.91","0.96","FORESTS_PRECISION","mydtm_sparse_0.98","code_37_Robbery"
"1","0.37","FORESTS_RECALL","mydtm_sparse_0.98","code_37_Robbery"
"0.95","0.53","FORESTS_FSCORE","mydtm_sparse_0.98","code_37_Robbery"
"0.91","0.83","GLMNET_PRECISION","mydtm_sparse_0.98","code_37_Robbery"
"0.99","0.34","GLMNET_RECALL","mydtm_sparse_0.98","code_37_Robbery"
"0.95","0.48","GLMNET_FSCORE","mydtm_sparse_0.98","code_37_Robbery"
"0.94","0.56","MAXENTROPY_PRECISION","mydtm_sparse_0.98","code_37_Robbery"
"0.93","0.59","MAXENTROPY_RECALL","mydtm_sparse_0.98","code_37_Robbery"
"0.93","0.57","MAXENTROPY_FSCORE","mydtm_sparse_0.98","code_37_Robbery"
"1","NaN","SVM_PRECISION","mydtm_sparse_0.98","code_38_Police Use of Taser"
"1","0","SVM_RECALL","mydtm_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","SVM_FSCORE","mydtm_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","FORESTS_PRECISION","mydtm_sparse_0.98","code_38_Police Use of Taser"
"1","0","FORESTS_RECALL","mydtm_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","FORESTS_FSCORE","mydtm_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","GLMNET_PRECISION","mydtm_sparse_0.98","code_38_Police Use of Taser"
"1","0","GLMNET_RECALL","mydtm_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","GLMNET_FSCORE","mydtm_sparse_0.98","code_38_Police Use of Taser"
"1","0","MAXENTROPY_PRECISION","mydtm_sparse_0.98","code_38_Police Use of Taser"
"1","0","MAXENTROPY_RECALL","mydtm_sparse_0.98","code_38_Police Use of Taser"
"1","NaN","MAXENTROPY_FSCORE","mydtm_sparse_0.98","code_38_Police Use of Taser"
"0.77","0.68","SVM_PRECISION","mydtm_stem_sparse_0.98","code_2_Chicago Police Department"
"0.73","0.72","SVM_RECALL","mydtm_stem_sparse_0.98","code_2_Chicago Police Department"
"0.75","0.7","SVM_FSCORE","mydtm_stem_sparse_0.98","code_2_Chicago Police Department"
"0.82","0.73","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_2_Chicago Police Department"
"0.77","0.79","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_2_Chicago Police Department"
"0.79","0.76","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_2_Chicago Police Department"
"0.79","0.71","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_2_Chicago Police Department"
"0.75","0.75","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_2_Chicago Police Department"
"0.77","0.73","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_2_Chicago Police Department"
"0.69","0.6","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_2_Chicago Police Department"
"0.68","0.61","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_2_Chicago Police Department"
"0.68","0.6","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_2_Chicago Police Department"
"0.94","0.61","SVM_PRECISION","mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.98","0.3","SVM_RECALL","mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.96","0.4","SVM_FSCORE","mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.92","0.71","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office"
"1","0.06","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.96","0.11","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.93","0.48","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.97","0.24","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.95","0.32","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.94","0.38","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.93","0.42","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.93","0.4","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.96","0.18","SVM_PRECISION","mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court"
"0.99","0.05","SVM_RECALL","mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court"
"0.97","0.08","SVM_FSCORE","mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court"
"0.96","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court"
"0.98","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court"
"0.97","0.5","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court"
"0.99","0.13","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court"
"0.98","0.21","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court"
"0.97","0.16","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court"
"0.92","0.36","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court"
"0.94","0.22","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_4_Cook County Circuit Court"
"0.99","0.67","SVM_PRECISION","mydtm_stem_sparse_0.98","code_5_Cook County Jail"
"1","0.38","SVM_RECALL","mydtm_stem_sparse_0.98","code_5_Cook County Jail"
"0.99","0.48","SVM_FSCORE","mydtm_stem_sparse_0.98","code_5_Cook County Jail"
"0.98","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_5_Cook County Jail"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_5_Cook County Jail"
"0.99","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_5_Cook County Jail"
"0.98","0.5","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_5_Cook County Jail"
"0.99","0.24","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_5_Cook County Jail"
"0.98","0.32","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_5_Cook County Jail"
"0.99","0.4","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_5_Cook County Jail"
"0.98","0.48","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_5_Cook County Jail"
"0.98","0.44","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_5_Cook County Jail"
"0.96","0.71","SVM_PRECISION","mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police"
"1","0.22","SVM_RECALL","mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.98","0.34","SVM_FSCORE","mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.95","0","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.97","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.97","0.8","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police"
"1","0.26","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.98","0.39","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.97","0.41","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.98","0.3","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.97","0.35","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.99","NaN","SVM_PRECISION","mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","SVM_RECALL","mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","SVM_FSCORE","mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","0","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","SVM_PRECISION","mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","SVM_RECALL","mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","SVM_FSCORE","mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0.67","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0.5","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0.57","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_8_Illinois Department of Corrections"
"0.96","0.56","SVM_PRECISION","mydtm_stem_sparse_0.98","code_9_Domestic Violence"
"0.99","0.17","SVM_RECALL","mydtm_stem_sparse_0.98","code_9_Domestic Violence"
"0.97","0.26","SVM_FSCORE","mydtm_stem_sparse_0.98","code_9_Domestic Violence"
"0.95","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_9_Domestic Violence"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_9_Domestic Violence"
"0.97","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_9_Domestic Violence"
"0.95","0.67","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_9_Domestic Violence"
"1","0.12","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_9_Domestic Violence"
"0.97","0.2","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_9_Domestic Violence"
"0.96","0.43","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_9_Domestic Violence"
"0.97","0.35","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_9_Domestic Violence"
"0.96","0.39","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_9_Domestic Violence"
"0.98","0.93","SVM_PRECISION","mydtm_stem_sparse_0.98","code_10_Sexual Assault"
"0.99","0.77","SVM_RECALL","mydtm_stem_sparse_0.98","code_10_Sexual Assault"
"0.98","0.84","SVM_FSCORE","mydtm_stem_sparse_0.98","code_10_Sexual Assault"
"0.95","0.98","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_10_Sexual Assault"
"1","0.55","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_10_Sexual Assault"
"0.97","0.7","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_10_Sexual Assault"
"0.96","0.9","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_10_Sexual Assault"
"0.99","0.62","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_10_Sexual Assault"
"0.97","0.73","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_10_Sexual Assault"
"0.98","0.82","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_10_Sexual Assault"
"0.98","0.82","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_10_Sexual Assault"
"0.98","0.82","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_10_Sexual Assault"
"0.99","0.33","SVM_PRECISION","mydtm_stem_sparse_0.98","code_11_Police Brutality"
"1","0.07","SVM_RECALL","mydtm_stem_sparse_0.98","code_11_Police Brutality"
"0.99","0.12","SVM_FSCORE","mydtm_stem_sparse_0.98","code_11_Police Brutality"
"0.98","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_11_Police Brutality"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_11_Police Brutality"
"0.99","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_11_Police Brutality"
"0.99","0.25","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_11_Police Brutality"
"1","0.07","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_11_Police Brutality"
"0.99","0.11","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_11_Police Brutality"
"0.99","0.25","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_11_Police Brutality"
"0.99","0.2","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_11_Police Brutality"
"0.99","0.22","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_11_Police Brutality"
"0.97","0.57","SVM_PRECISION","mydtm_stem_sparse_0.98","code_12_Police Misconduct"
"1","0.13","SVM_RECALL","mydtm_stem_sparse_0.98","code_12_Police Misconduct"
"0.98","0.21","SVM_FSCORE","mydtm_stem_sparse_0.98","code_12_Police Misconduct"
"0.97","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_12_Police Misconduct"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_12_Police Misconduct"
"0.98","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_12_Police Misconduct"
"0.97","0.75","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_12_Police Misconduct"
"1","0.1","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_12_Police Misconduct"
"0.98","0.18","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_12_Police Misconduct"
"0.98","0.33","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_12_Police Misconduct"
"0.99","0.23","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_12_Police Misconduct"
"0.98","0.27","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_12_Police Misconduct"
"0.9","0.94","SVM_PRECISION","mydtm_stem_sparse_0.98","code_13_Gun Violence"
"0.97","0.79","SVM_RECALL","mydtm_stem_sparse_0.98","code_13_Gun Violence"
"0.93","0.86","SVM_FSCORE","mydtm_stem_sparse_0.98","code_13_Gun Violence"
"0.91","0.96","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_13_Gun Violence"
"0.98","0.83","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_13_Gun Violence"
"0.94","0.89","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_13_Gun Violence"
"0.88","0.95","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_13_Gun Violence"
"0.98","0.77","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_13_Gun Violence"
"0.93","0.85","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_13_Gun Violence"
"0.9","0.81","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_13_Gun Violence"
"0.9","0.82","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_13_Gun Violence"
"0.9","0.81","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_13_Gun Violence"
"0.97","1","SVM_PRECISION","mydtm_stem_sparse_0.98","code_14_GLBTQ"
"1","0.1","SVM_RECALL","mydtm_stem_sparse_0.98","code_14_GLBTQ"
"0.98","0.18","SVM_FSCORE","mydtm_stem_sparse_0.98","code_14_GLBTQ"
"0.97","NaN","FORESTS_PRECISION","mydtm_stem_sparse_0.98","code_14_GLBTQ"
"1","0","FORESTS_RECALL","mydtm_stem_sparse_0.98","code_14_GLBTQ"
"0.98","NaN","FORESTS_FSCORE","mydtm_stem_sparse_0.98","code_14_GLBTQ"
"0.97","1","GLMNET_PRECISION","mydtm_stem_sparse_0.98","code_14_GLBTQ"
"1","0.03","GLMNET_RECALL","mydtm_stem_sparse_0.98","code_14_GLBTQ"
"0.98","0.06","GLMNET_FSCORE","mydtm_stem_sparse_0.98","code_14_GLBTQ"
"0.98","0.78","MAXENTROPY_PRECISION","mydtm_stem_sparse_0.98","code_14_GLBTQ"
"1","0.48","MAXENTROPY_RECALL","mydtm_stem_sparse_0.98","code_14_GLBTQ"
"0.99","0.59","MAXENTROPY_FSCORE","mydtm_stem_sparse_0.98","code_14_GLBTQ"
