"0","1","model_type","df_name","crime_category"
"0.94","0.59","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.98","0.34","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.96","0.43","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.91","0.8","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"1","0.04","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.95","0.08","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.93","0.63","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.98","0.27","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.95","0.38","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.95","0.44","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.94","0.46","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.94","0.45","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_3_Cook County State's Attorney's Office"
"0.97","0.43","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.99","0.15","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.98","0.22","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.96","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.98","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.97","0.46","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.99","0.15","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.98","0.23","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.97","0.15","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.94","0.28","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.95","0.2","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_4_Cook County Circuit Court"
"0.99","0.58","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.52","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.55","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.98","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.69","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"1","0.43","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.53","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.5","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.52","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.99","0.51","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_5_Cook County Jail"
"0.98","0.79","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.99","0.5","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.98","0.61","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.96","0.67","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"1","0.04","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.98","0.08","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.97","0.71","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.99","0.33","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.98","0.45","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.97","0.52","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.99","0.33","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.98","0.4","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_6_Cook County Sheriff's Police"
"0.99","0","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","0","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","0","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"0.99","NaN","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_7_Cook County Public Defender's Office"
"1","NaN","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","0","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"1","NaN","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_8_Illinois Department of Corrections"
"0.96","0.55","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.99","0.21","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.97","0.3","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.95","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.97","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.95","0.38","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.99","0.06","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.97","0.1","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.96","0.46","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.98","0.33","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.97","0.38","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_9_Domestic Violence"
"0.98","0.9","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault"
"0.99","0.8","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault"
"0.98","0.85","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault"
"0.96","0.98","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault"
"1","0.6","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault"
"0.98","0.74","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault"
"0.96","0.89","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault"
"0.99","0.65","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault"
"0.97","0.75","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault"
"0.98","0.87","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault"
"0.99","0.81","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault"
"0.98","0.84","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault"
"0.99","0.29","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality"
"0.99","0.13","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality"
"0.99","0.18","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality"
"0.98","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality"
"0.99","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality"
"0.98","0","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality"
"1","0","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality"
"0.99","NaN","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality"
"0.99","0.25","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality"
"0.99","0.2","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality"
"0.99","0.22","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality"
"0.97","0","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct"
"1","0","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct"
"0.98","NaN","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct"
"0.97","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct"
"0.98","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct"
"0.97","0.25","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct"
"1","0.03","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct"
"0.98","0.05","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct"
"0.98","0.5","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct"
"0.99","0.3","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct"
"0.98","0.37","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct"
"0.89","0.85","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence"
"0.92","0.79","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence"
"0.9","0.82","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence"
"0.92","0.96","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence"
"0.98","0.84","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence"
"0.95","0.9","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence"
"0.92","0.94","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence"
"0.97","0.84","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence"
"0.94","0.89","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence"
"0.9","0.84","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence"
"0.91","0.82","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence"
"0.9","0.83","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence"
"0.97","0","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ"
"1","0","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ"
"0.98","NaN","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ"
"0.97","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ"
"0.98","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ"
"0.97","NaN","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ"
"1","0","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ"
"0.98","NaN","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ"
"0.97","0.6","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ"
"1","0.1","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ"
"0.98","0.17","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ"
"0.9","0.55","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_15_Juvenile"
"0.98","0.19","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_15_Juvenile"
"0.94","0.28","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_15_Juvenile"
"0.88","1","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_15_Juvenile"
"1","0.02","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_15_Juvenile"
"0.94","0.04","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_15_Juvenile"
"0.9","0.67","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_15_Juvenile"
"0.99","0.18","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_15_Juvenile"
"0.94","0.28","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_15_Juvenile"
"0.9","0.35","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_15_Juvenile"
"0.92","0.3","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_15_Juvenile"
"0.91","0.32","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_15_Juvenile"
"1","NaN","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry"
"1","0","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry"
"1","NaN","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry"
"1","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry"
"1","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry"
"1","NaN","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry"
"1","0","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry"
"1","NaN","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry"
"1","NaN","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry"
"1","0","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry"
"1","NaN","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry"
"0.71","0.6","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_17_Violence"
"0.76","0.53","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_17_Violence"
"0.73","0.56","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_17_Violence"
"0.73","0.63","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_17_Violence"
"0.78","0.57","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_17_Violence"
"0.75","0.6","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_17_Violence"
"0.71","0.66","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_17_Violence"
"0.82","0.52","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_17_Violence"
"0.76","0.58","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_17_Violence"
"0.69","0.53","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_17_Violence"
"0.67","0.55","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_17_Violence"
"0.68","0.54","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_17_Violence"
"0.99","1","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"1","0.12","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","0.21","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","NaN","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"1","0","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","NaN","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","0.4","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"1","0.25","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","0.31","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation"
"0.99","0.33","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_19_Probation"
"1","0.11","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_19_Probation"
"0.99","0.16","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_19_Probation"
"0.99","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_19_Probation"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_19_Probation"
"0.99","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_19_Probation"
"0.99","0.2","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_19_Probation"
"1","0.11","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_19_Probation"
"0.99","0.14","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_19_Probation"
"0.99","0.2","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_19_Probation"
"1","0.11","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_19_Probation"
"0.99","0.14","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_19_Probation"
"0.99","NaN","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_20_Parole"
"1","0","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_20_Parole"
"0.99","NaN","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_20_Parole"
"0.99","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_20_Parole"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_20_Parole"
"0.99","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_20_Parole"
"0.99","NaN","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_20_Parole"
"1","0","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_20_Parole"
"0.99","NaN","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_20_Parole"
"0.99","0","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_20_Parole"
"1","0","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_20_Parole"
"0.99","NaN","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_20_Parole"
"0.99","NaN","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy"
"1","0","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","NaN","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","NaN","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy"
"1","0","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","NaN","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","0","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy"
"1","0","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","NaN","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","0","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy"
"1","0","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy"
"0.99","NaN","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy"
"0.97","0.88","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_22_Drugs"
"0.99","0.53","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_22_Drugs"
"0.98","0.66","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_22_Drugs"
"0.94","1","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_22_Drugs"
"1","0.21","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_22_Drugs"
"0.97","0.35","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_22_Drugs"
"0.96","0.91","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_22_Drugs"
"1","0.46","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_22_Drugs"
"0.98","0.61","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_22_Drugs"
"0.96","0.59","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_22_Drugs"
"0.97","0.49","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_22_Drugs"
"0.96","0.54","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_22_Drugs"
"0.98","0.87","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools"
"0.99","0.72","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools"
"0.98","0.79","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools"
"0.98","0.94","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools"
"1","0.56","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools"
"0.99","0.7","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools"
"0.98","0.84","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools"
"0.99","0.59","GLMNET_RECALL","mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools"
"0.98","0.69","GLMNET_FSCORE","mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools"
"0.98","0.74","MAXENTROPY_PRECISION","mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools"
"0.99","0.65","MAXENTROPY_RECALL","mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools"
"0.98","0.69","MAXENTROPY_FSCORE","mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools"
"0.96","0.83","SVM_PRECISION","mydtm_w_tfidf_sparse_0.98","code_24_Gangs"
"0.99","0.52","SVM_RECALL","mydtm_w_tfidf_sparse_0.98","code_24_Gangs"
"0.97","0.64","SVM_FSCORE","mydtm_w_tfidf_sparse_0.98","code_24_Gangs"
"0.93","0.86","FORESTS_PRECISION","mydtm_w_tfidf_sparse_0.98","code_24_Gangs"
"1","0.21","FORESTS_RECALL","mydtm_w_tfidf_sparse_0.98","code_24_Gangs"
"0.96","0.34","FORESTS_FSCORE","mydtm_w_tfidf_sparse_0.98","code_24_Gangs"
"0.96","0.87","GLMNET_PRECISION","mydtm_w_tfidf_sparse_0.98","code_24_Gangs"
