"df_name","crime_category","ensemble_model","num_articles_predicted","Precision","Recall","F_Score","Accuracy","True_Negative_n","False_Negative_n","True_Positive_n_","False_Positive_","is_tfidf","is_stem","is_stem_and_tfidf","df_term_total","total_positives","total_negatives"
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","at_least_one_model_prob_1_greater_than_0.6",1000,NA,0,NA,0.995,995,5,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","at_least_two_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.995,995,5,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","at_least_three_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.995,995,5,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.995,995,5,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","at_least_one_model_prob_1_greater_than_0.7",1000,NA,0,NA,0.995,995,5,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","at_least_two_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.995,995,5,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","at_least_three_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.995,995,5,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.995,995,5,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","at_least_one_model_prob_1_greater_than_0.8",1000,NA,0,NA,0.995,995,5,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","at_least_two_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.995,995,5,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.995,995,5,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.995,995,5,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_one_model_prob_1_greater_than_0.2",1000,0.417,1,0.589,0.437,34,0,403,563,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_two_models_prob_1_greater_than_0.2",1000,0.458,0.983,0.625,0.525,129,7,396,468,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_three_models_prob_1_greater_than_0.2",1000,0.511,0.935,0.661,0.613,236,26,377,361,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","all_models_prob_1_greater_than_0.2",1000,0.57,0.536,0.552,0.65,434,187,216,163,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_one_model_prob_1_greater_than_0.3",1000,0.493,0.955,0.65,0.586,201,18,385,396,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_two_models_prob_1_greater_than_0.3",1000,0.53,0.916,0.672,0.639,270,34,369,327,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_three_models_prob_1_greater_than_0.3",1000,0.58,0.831,0.683,0.689,354,68,335,243,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","all_models_prob_1_greater_than_0.3",1000,0.612,0.486,0.542,0.669,473,207,196,124,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_one_model_prob_1_greater_than_0.4",1000,0.527,0.883,0.66,0.633,277,47,356,320,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_two_models_prob_1_greater_than_0.4",1000,0.586,0.779,0.669,0.689,375,89,314,222,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_three_models_prob_1_greater_than_0.4",1000,0.605,0.63,0.617,0.685,431,149,254,166,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","all_models_prob_1_greater_than_0.4",1000,0.647,0.382,0.48,0.667,513,249,154,84,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_one_model_prob_1_greater_than_0.5",1000,0.54,0.794,0.643,0.644,324,83,320,273,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_two_models_prob_1_greater_than_0.5",1000,0.626,0.63,0.628,0.699,445,149,254,152,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_three_models_prob_1_greater_than_0.5",1000,0.647,0.469,0.544,0.683,494,214,189,103,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","all_models_prob_1_greater_than_0.5",1000,0.679,0.263,0.379,0.653,547,297,106,50,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_one_model_prob_1_greater_than_0.6",1000,0.548,0.725,0.624,0.648,356,111,292,241,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_two_models_prob_1_greater_than_0.6",1000,0.631,0.442,0.52,0.671,493,225,178,104,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_three_models_prob_1_greater_than_0.6",1000,0.679,0.263,0.379,0.653,547,297,106,50,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","all_models_prob_1_greater_than_0.6",1000,0.727,0.099,0.175,0.622,582,363,40,15,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_one_model_prob_1_greater_than_0.7",1000,0.548,0.682,0.608,0.645,370,128,275,227,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_two_models_prob_1_greater_than_0.7",1000,0.665,0.285,0.399,0.654,539,288,115,58,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_three_models_prob_1_greater_than_0.7",1000,0.679,0.094,0.166,0.617,579,365,38,18,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","all_models_prob_1_greater_than_0.7",1000,0.4,0.005,0.01,0.596,594,401,2,3,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_one_model_prob_1_greater_than_0.8",1000,0.546,0.638,0.588,0.64,383,146,257,214,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_two_models_prob_1_greater_than_0.8",1000,0.67,0.186,0.291,0.635,560,328,75,37,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","at_least_three_models_prob_1_greater_than_0.8",1000,0.769,0.025,0.048,0.604,594,393,10,3,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.597,597,403,0,0,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_one_model_prob_1_greater_than_0.2",1000,0.273,0.375,0.316,0.987,984,5,3,8,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_two_models_prob_1_greater_than_0.2",1000,0.4,0.25,0.308,0.991,989,6,2,3,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_three_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","all_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_one_model_prob_1_greater_than_0.3",1000,0.286,0.25,0.267,0.989,987,6,2,5,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_two_models_prob_1_greater_than_0.3",1000,0.5,0.25,0.333,0.992,990,6,2,2,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_three_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","all_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_one_model_prob_1_greater_than_0.4",1000,0.333,0.25,0.286,0.99,988,6,2,4,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_two_models_prob_1_greater_than_0.4",1000,1,0.125,0.222,0.993,992,7,1,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_three_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_one_model_prob_1_greater_than_0.5",1000,0.4,0.25,0.308,0.991,989,6,2,3,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_two_models_prob_1_greater_than_0.5",1000,1,0.125,0.222,0.993,992,7,1,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_three_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_one_model_prob_1_greater_than_0.6",1000,0.4,0.25,0.308,0.991,989,6,2,3,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_two_models_prob_1_greater_than_0.6",1000,1,0.125,0.222,0.993,992,7,1,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_three_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_one_model_prob_1_greater_than_0.7",1000,0.5,0.25,0.333,0.992,990,6,2,2,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_two_models_prob_1_greater_than_0.7",1000,1,0.125,0.222,0.993,992,7,1,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_three_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_one_model_prob_1_greater_than_0.8",1000,0.5,0.25,0.333,0.992,990,6,2,2,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_two_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.992,992,8,0,0,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_one_model_prob_1_greater_than_0.2",1000,0.25,0.222,0.235,0.987,985,7,2,6,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_two_models_prob_1_greater_than_0.2",1000,0.333,0.222,0.267,0.989,987,7,2,4,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_three_models_prob_1_greater_than_0.2",1000,0.333,0.222,0.267,0.989,987,7,2,4,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","all_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_one_model_prob_1_greater_than_0.3",1000,0.25,0.222,0.235,0.987,985,7,2,6,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_two_models_prob_1_greater_than_0.3",1000,0.333,0.222,0.267,0.989,987,7,2,4,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_three_models_prob_1_greater_than_0.3",1000,0.5,0.222,0.308,0.991,989,7,2,2,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","all_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_one_model_prob_1_greater_than_0.4",1000,0.286,0.222,0.25,0.988,986,7,2,5,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_two_models_prob_1_greater_than_0.4",1000,0.4,0.222,0.286,0.99,988,7,2,3,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_three_models_prob_1_greater_than_0.4",1000,0.5,0.222,0.308,0.991,989,7,2,2,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_one_model_prob_1_greater_than_0.5",1000,0.167,0.111,0.133,0.987,986,8,1,5,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_two_models_prob_1_greater_than_0.5",1000,0.25,0.111,0.154,0.989,988,8,1,3,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_three_models_prob_1_greater_than_0.5",1000,0.333,0.111,0.167,0.99,989,8,1,2,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_one_model_prob_1_greater_than_0.6",1000,0.167,0.111,0.133,0.987,986,8,1,5,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_two_models_prob_1_greater_than_0.6",1000,0.5,0.111,0.182,0.991,990,8,1,1,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_three_models_prob_1_greater_than_0.6",1000,0.5,0.111,0.182,0.991,990,8,1,1,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_one_model_prob_1_greater_than_0.7",1000,0.167,0.111,0.133,0.987,986,8,1,5,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_two_models_prob_1_greater_than_0.7",1000,0.5,0.111,0.182,0.991,990,8,1,1,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_three_models_prob_1_greater_than_0.7",1000,1,0.111,0.2,0.992,991,8,1,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_one_model_prob_1_greater_than_0.8",1000,0.167,0.111,0.133,0.987,986,8,1,5,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_two_models_prob_1_greater_than_0.8",1000,0.5,0.111,0.182,0.991,990,8,1,1,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","at_least_three_models_prob_1_greater_than_0.8",1000,1,0.111,0.2,0.992,991,8,1,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_one_model_prob_1_greater_than_0.2",1000,0.2,0.167,0.182,0.991,990,5,1,4,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_two_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_three_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","all_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_one_model_prob_1_greater_than_0.3",1000,0.333,0.167,0.222,0.993,992,5,1,2,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_two_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_three_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","all_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_one_model_prob_1_greater_than_0.4",1000,0,0,NA,0.992,992,6,0,2,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_two_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_three_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_one_model_prob_1_greater_than_0.5",1000,0,0,NA,0.992,992,6,0,2,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_two_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_three_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_one_model_prob_1_greater_than_0.6",1000,0,0,NA,0.992,992,6,0,2,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_two_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_three_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_one_model_prob_1_greater_than_0.7",1000,0,0,NA,0.992,992,6,0,2,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_two_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_three_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_one_model_prob_1_greater_than_0.8",1000,0,0,NA,0.992,992,6,0,2,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_two_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.994,994,6,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_one_model_prob_1_greater_than_0.2",1000,0.083,0.111,0.095,0.981,980,8,1,11,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_two_models_prob_1_greater_than_0.2",1000,0.5,0.111,0.182,0.991,990,8,1,1,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_three_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","all_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_one_model_prob_1_greater_than_0.3",1000,0.125,0.111,0.118,0.985,984,8,1,7,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_two_models_prob_1_greater_than_0.3",1000,0,0,NA,0.99,990,9,0,1,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_three_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","all_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_one_model_prob_1_greater_than_0.4",1000,0.143,0.111,0.125,0.986,985,8,1,6,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_two_models_prob_1_greater_than_0.4",1000,0,0,NA,0.99,990,9,0,1,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_three_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_one_model_prob_1_greater_than_0.5",1000,0,0,NA,0.987,987,9,0,4,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_two_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_three_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_one_model_prob_1_greater_than_0.6",1000,0,0,NA,0.989,989,9,0,2,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_two_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_three_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_one_model_prob_1_greater_than_0.7",1000,0,0,NA,0.989,989,9,0,2,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_two_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_three_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_one_model_prob_1_greater_than_0.8",1000,0,0,NA,0.989,989,9,0,2,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_two_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
