1665096,0.998576721748682,38,442355
1665097,0.996523874611516,2,442355
1665098,0.990394928319881,12,442355
1665099,0.9743137318953629,27,442355
1665100,0.946024849876173,11,442355
1665285,0.993966600112061,38,442449
1665286,0.9938531345449191,27,442449
1665287,0.989433790885659,2,442449
1665288,0.893897451119759,11,442449
1665289,0.857193330129804,12,442449
1672932,0.99982631322319,26,445543
1672933,0.995672667076544,13,445543
1672934,0.965764166083937,2,445543
1672935,0.9243587716579258,17,445543
1678879,0.7778902633735899,21,448043
1678880,0.518099758630614,31,448043
1678881,0.0540927024867656,26,448043
1679246,0.901220353889572,31,448194
1679247,0.839866515706383,21,448194
1679444,0.969840685449547,2,448259
1679445,0.925128552114664,18,448259
1679446,0.616668529683228,21,448259
1679447,0.129545899779551,31,448259
1679789,0.917062525553955,30,448414
1682243,0.9951635402008809,33,449338
1682244,0.971567924964299,26,449338
1686961,0.9687636729776951,33,451353
1686962,0.0941797962363727,31,451353
1686963,0.08040823394074001,13,451353
1689695,0.9990444458982649,13,452473
1689696,0.9986396709224291,17,452473
1689697,0.9982994783756719,26,452473
1689698,0.981337268278318,34,452473
1689699,0.9682999791993259,2,452473
1689700,0.932705653224655,31,452473
1689701,0.93093490413508,20,452473
1689702,0.882764499682148,22,452473
1693295,0.9999999493514471,13,453893
1693296,0.9959062029593492,2,453893
1693297,0.991667625652357,26,453893
1693298,0.949345741243306,24,453893
1693299,0.20230608987329896,17,453893
1694557,0.9896225820938951,25,454415
1694558,0.9882841035035149,35,454415
1694559,0.29997701537030397,2,454415
1694754,0.9168645188301731,31,454491
1694755,0.8614960965817379,25,454491
1694756,0.651209386990183,15,454491
1694757,0.0767677266031468,2,454491
1695123,0.999932514377795,13,454644
1695124,0.9975135981979241,15,454644
1695125,0.9662162243851079,9,454644
1695126,0.9109169413860629,26,454644
1695127,0.278365650946662,25,454644
1696723,0.999287893890405,3,455210
1696724,0.9091819133353141,4,455210
1696725,0.89714824852449,1,455210
1696726,0.8221600217746631,26,455210
1696727,0.7594092073775491,17,455210
1696728,0.30302592679323903,31,455210
1699263,0.9999899196988399,13,456158
1699264,0.9998281789891009,2,456158
1699265,0.991989958608308,24,456158
1699266,0.964220760694523,15,456158
1699267,0.951050942605772,27,456158
1699268,0.8272624379388721,17,456158
1699269,0.7675638089677909,18,456158
1699352,0.999887094530515,13,456190
1699353,0.7056774106403659,17,456190
1699354,0.696629915326491,2,456190
1699355,0.669452953463129,24,456190
1699356,0.325693969812824,15,456190
1699357,0.117944618801938,26,456190
1703179,0.9999088677496021,17,457690
1703180,0.9712440439870559,31,457690
1703181,0.959292239149729,3,457690
1703182,0.9382977129300579,22,457690
1703183,0.92615838724286,14,457690
1703184,0.8910674295629029,2,457690
1703185,0.7908222565222479,4,457690
1704657,0.907531415964436,37,458343
1704658,0.8355453725954859,2,458343
1704659,0.358531089280461,13,458343
1704660,0.158214371756238,17,458343
1704661,0.0569609185502077,31,458343
1705848,0.9979253520065241,2,458774
1705849,0.9893552596300159,17,458774
1705850,0.9313491063560491,1,458774
1705851,0.897141656433336,4,458774
1705852,0.69070950397304,31,458774
1705853,0.0595351505802373,10,458774
1705854,0.0501818753676185,37,458774
1710488,0.9100118116350899,11,460927
1710489,0.771331654097629,2,460927
1710490,0.750018736155037,4,460927
1710491,0.728798013588995,17,460927
1712938,0.9999995557910791,2,462142
1712939,0.9999993173072621,13,462142
1712940,0.999993730396274,26,462142
1712941,0.999898359377988,17,462142
1712942,0.975503206282904,37,462142
1712943,0.957064571924047,1,462142
1712944,0.623562501180791,9,462142
1712945,0.0839460306613367,31,462142
1712946,0.0837914563279056,15,462142
1722512,0.997743130725998,17,467811
1722513,0.963862367696936,5,467811
1722514,0.938700710886333,4,467811
1722515,0.918637382474859,2,467811
1722516,0.8767965207434829,9,467811
1722517,0.11751553225971902,31,467811
1722518,0.0559140686363616,6,467811
1726369,0.9999775872018041,22,470170
1726370,0.981809066488061,2,470170
1726371,0.665627965505016,31,470170
1730244,0.999768276509597,10,472166
1730245,0.9793677138657941,37,472166
1730246,0.9635691471074159,17,472166
1730247,0.9524080170331422,2,472166
1730248,0.83038769580211,31,472166
1730249,0.6509489223101761,22,472166
1730250,0.6280702529712759,20,472166
1730251,0.6138661421424311,34,472166
1730252,0.0517299341682772,4,472166
1730980,0.8882503668315859,6,472582
1730981,0.734837085989367,22,472582
1730982,0.48512242141990297,13,472582
1730983,0.0948210012393864,17,472582
1732132,0.9998427982345229,2,473190
1732133,0.988179382520539,38,473190
1732134,0.975931018591547,26,473190
1732135,0.052708016713679,13,473190
1732550,0.9929430356020791,23,473404
1732551,0.859322604344167,2,473404
1732552,0.15302060643885998,13,473404
1732553,0.0771905153737081,26,473404
1733782,0.9964149984724949,2,473939
1733783,0.9935761593600891,12,473939
1733784,0.980455604654235,11,473939
1733785,0.9488096603548771,21,473939
1733786,0.9358996658886701,17,473939
1736458,0.9367940282996899,34,475062
1736459,0.919589109017039,5,475062
1736460,0.0709299144491847,31,475062
1737254,0.994860947249206,2,475324
1737255,0.9813868080446958,12,475324
1737256,0.838544207374407,21,475324
1737257,0.762562234735681,11,475324
1737258,0.116495654325124,17,475324
1761310,0.9908202992658509,13,487373
1761311,0.93033033203011,16,487373
1761312,0.153416080772134,17,487373
1761313,0.0894421287226563,2,487373
1770268,0.9988898360762579,13,491582
1770269,0.99396030741906,22,491582
1770270,0.9884463627192199,24,491582
1770271,0.8946158392255451,2,491582
